Flow STRESS 
Sigma 	   Epsilon 	  strain_rate 	  Temperature 
1.055535E+03	1.000000E-01	4.000000E-01	3.000000E+01
1.108385E+03	2.000000E-01	4.000000E-01	3.000000E+01
1.143631E+03	3.000000E-01	4.000000E-01	3.000000E+01
1.170801E+03	4.000000E-01	4.000000E-01	3.000000E+01
1.193207E+03	5.000000E-01	4.000000E-01	3.000000E+01
1.212425E+03	6.000000E-01	4.000000E-01	3.000000E+01
1.229344E+03	7.000000E-01	4.000000E-01	3.000000E+01
1.244514E+03	8.000000E-01	4.000000E-01	3.000000E+01
1.258304E+03	9.000000E-01	4.000000E-01	3.000000E+01
1.270975E+03	1.000000E+00	4.000000E-01	3.000000E+01
7.688039E+02	0.000000E+00	5.000000E-01	3.000000E+01
1.062822E+03	1.000000E-01	5.000000E-01	3.000000E+01
1.116037E+03	2.000000E-01	5.000000E-01	3.000000E+01
1.151525E+03	3.000000E-01	5.000000E-01	3.000000E+01
1.178883E+03	4.000000E-01	5.000000E-01	3.000000E+01
1.201444E+03	5.000000E-01	5.000000E-01	3.000000E+01
1.220795E+03	6.000000E-01	5.000000E-01	3.000000E+01
1.237830E+03	7.000000E-01	5.000000E-01	3.000000E+01
1.253105E+03	8.000000E-01	5.000000E-01	3.000000E+01
1.266990E+03	9.000000E-01	5.000000E-01	3.000000E+01
1.279748E+03	1.000000E+00	5.000000E-01	3.000000E+01
